gene	esoxID	cas	chr	start	end
110500488	ENSELUG00000003633	cas1	21	43079217	43082870
110500489	ENSELUG00000003587	cas1	21	43098737	43112481
110500490	ENSELUG00000003511	cas1	21	43112790	43144423
110500492	ENSELUG00000003415	cas1	21	43145083	43157529
110500495	ENSELUG00000003376	cas1	21	43172920	43197720
110500496	ENSELUG00000003357	cas1	21	43203539	43219682
110500504	ENSELUG00000003316	cas2	21	43335680	43345779
110500505	ENSELUG00000024593	cas1	21	43346414	43354437
110500506	ENSELUG00000024582	cas1	21	43354697	43371541
110500509	ENSELUG00000024492	cas1	21	43385207	43392387
110500511	ENSELUG00000024378	cas1	21	43447034	43456466
110500512	ENSELUG00000024374	cas1	21	43464823	43617802
110500514	ENSELUG00000024041	cas1	21	60509429	60520639
110500516	ENSELUG00000024012	cas1	21	44027866	44040155
110500518	ENSELUG00000023947	cas1	21	44097937	44099926
110500529	ENSELUG00000023178	cas1	21	44461338	44480565
110500532	ENSELUG00000023089	cas1	21	44727200	44746630
110500537	ENSELUG00000023025	cas1	21	44807670	44811740
110500539	ENSELUG00000022168	cas1	21	44863195	44868678
110500540	ENSELUG00000022162	cas1	21	44871242	44882009
110500555	ENSELUG00000000903	cas1	21	45247575	45359292
110500558	ENSELUG00000020129	cas1	21	45379310	45419173
110500560	ENSELUG00000020062	cas1	21	45444361	45449712
110500572	ENSELUG00000019567	cas2	21	45677661	45686049
110500590	ENSELUG00000019029	cas1	21	45981448	46003506
110500603	ENSELUG00000000688	cas1	21	47158123	47163199
110500604	ENSELUG00000017554	cas1	21	47163900	47169941
110500607	ENSELUG00000017340	cas1	21	48255526	48308373
110500608	ENSELUG00000017272	cas1	21	48326396	48337043
110500610	ENSELUG00000017252	cas1	21	48382854	48414134
110500611	ENSELUG00000006290	cas2	2	97528707	97596323
110500612	ENSELUG00000017200	cas2	21	48420635	48653464
110500613	ENSELUG00000000643	cas1	21	48675649	48732810
110500627	ENSELUG00000015599	cas1	21	49654692	49662658
110500628	ENSELUG00000015696	cas1	21	49680668	49772757
110500629	ENSELUG00000015889	cas1	21	49890587	50027397
110500632	ENSELUG00000015919	cas1	21	50053888	50056399
110500633	ENSELUG00000015934	cas1	21	50081554	50083324
110500640	ENSELUG00000016190	cas1	21	50257673	50263754
110500645	ENSELUG00000015450	cas1	21	50481842	50486101
110500649	ENSELUG00000015341	cas1	21	50508497	50518222
110500655	ENSELUG00000015302	cas1	21	50542604	50552598
110500656	ENSELUG00000015281	cas1	21	50562901	50578867
110500660	ENSELUG00000015175	cas1	21	50629412	50707579
110500661	ENSELUG00000015141	cas1	21	50711496	50732973
110500662	ENSELUG00000015071	cas1	21	50734723	50767433
110500664	ENSELUG00000014960	cas1	21	50902786	50905298
110500666	ENSELUG00000014924	cas1	21	50982246	50992851
110500667	ENSELUG00000014849	cas1	21	50996361	51002663
110500669	ENSELUG00000014789	cas1	21	51053386	51067912
110500671	ENSELUG00000014729	cas1	21	51101704	51107102
110500674	ENSELUG00000014654	cas1	21	51116362	51133346
110500675	ENSELUG00000014519	cas1	21	51145280	51153770
110500677	ENSELUG00000014487	cas1	21	51169316	51174187
110500678	ENSELUG00000000529	cas1	21	51174197	51194362
110500680	ENSELUG00000014436	cas1	21	51202043	51216929
110500682	ENSELUG00000014343	cas1	21	51241917	51253776
110500683	ENSELUG00000014302	cas1	21	51257437	51272871
110500684	ENSELUG00000014284	cas1	21	51274377	51298543
110500690	ENSELUG00000013965	cas1	21	51413375	51450488
110500694	ENSELUG00000013878	cas1	21	51501598	51507145
110500695	ENSELUG00000013820	cas1	21	51509283	51554830
110500698	ENSELUG00000000505	cas1	21	52888820	52954174
110500700	ENSELUG00000000109	cas7	21	52962132	52963960
110500701	ENSELUG00000000109	cas7	21	52969508	52971316
110500704	ENSELUG00000013376	cas1	21	53001655	53006323
110500706	ENSELUG00000013225	cas1	21	53028579	53041107
110500707	ENSELUG00000013205	cas1	21	53050824	53059769
110500709	ENSELUG00000013174	cas1	21	53067865	53094159
110500710	ENSELUG00000013101	cas1	21	53094313	53103236
110500717	ENSELUG00000012928	cas1	21	53164111	53214983
110500719	ENSELUG00000012856	cas1	21	53215229	53245179
110500724	ENSELUG00000012352	cas1	21	53406046	53418358
110500726	ENSELUG00000012156	cas1	21	53570165	53575953
110500728	ENSELUG00000011975	cas1	21	54008454	54039871
110500730	ENSELUG00000011916	cas1	21	54073119	54184652
110500735	ENSELUG00000011712	cas1	21	54206483	54342581
110500739	ENSELUG00000005794	cas1	2	98521998	98535690
110500744	ENSELUG00000011256	cas1	21	54955547	54960002
110500747	ENSELUG00000011174	cas1	21	55071555	55086712
110500753	ENSELUG00000001082	cas1	21	55277167	55295137
110500759	ENSELUG00000000384	cas3	21	57279508	57536784
110500762	ENSELUG00000010553	cas1	21	57865972	57896896
110500775	ENSELUG00000009825	cas6	21	59282169	59284125
110500777	ENSELUG00000010026	cas1	21	58851083	58904451
110500781	ENSELUG00000022805	cas1	1	19076824	19084655
110500784	ENSELUG00000010161	cas1	21	58441167	58443946
110500790	ENSELUG00000001246	cas1	21	59918360	59941835
110500796	ENSELUG00000009184	cas1	21	60333055	60343162
110500811	ENSELUG00000005380	cas6	2	99154259	99166352
110500826	ENSELUG00000014559	cas1	21	37248296	37311240
110500829	ENSELUG00000010289	cas7	21	39420130	39453254
110500830	ENSELUG00000009255	cas4	21	39872368	39883855
110500834	ENSELUG00000008260	cas4	21	40548191	40587814
110500835	ENSELUG00000007753	cas1	21	40763080	40792512
110500837	ENSELUG00000006489	cas1	21	41224772	41247133
110500846	ENSELUG00000003932	cas1	21	42676945	42690279
110500854	ENSELUG00000023166	cas1	21	44600863	44667561
110500870	ENSELUG00000020001	cas1	21	45485247	45517233
110500876	ENSELUG00000017678	cas1	21	47034102	47113062
110500877	ENSELUG00000005214	cas1	2	99221850	99503455
110500880	ENSELUG00000016268	cas1	21	50272053	50288270
110500881	ENSELUG00000016547	cas1	21	50356174	50389454
110500884	ENSELUG00000022752	cas1	1	19091225	19121925
110500885	ENSELUG00000014061	cas1	21	51370721	51413247
110500888	ENSELUG00000012394	cas1	21	53370137	53405755
110500891	ENSELUG00000011506	cas1	21	54349344	54508277
110500892	ENSELUG00000011332	cas1	21	54518078	54925493
110500894	ENSELUG00000011029	cas1	21	55170376	55268660
110500895	ENSELUG00000010866	cas1	21	55349915	55429706
110500908	ENSELUG00000001063	cas2	19	7886301	7908783
110500915	ENSELUG00000011970	cas2	21	1607414	1669220
110500919	ENSELUG00000004776	cas1	2	99897222	99899881
110500938	ENSELUG00000004577	cas1	21	42066013	42070702
110500946	ENSELUG00000000374	cas3	21	58056547	58068333
110500947	ENSELUG00000010419	cas2	21	58053125	58056083
110500948	ENSELUG00000010419	cas2	21	58043656	58052984
110500950	ENSELUG00000000343	cas1	21	60257181	60272808
110500953	ENSELUG00000006730	cas1	21	62880798	62903536
110500958	ENSELUG00000012584	cas2	21	2541008	2575182
110500960	ENSELUG00000021059	cas3	21	12126987	12145356
110500961	ENSELUG00000022160	cas4	21	13100668	13608900
110500963	ENSELUG00000000949	cas6	21	13698517	13725137
110500964	ENSELUG00000022286	cas5	21	13748328	13793281
110500967	ENSELUG00000022591	cas7	21	14103817	14115795
110500977	ENSELUG00000023045	cas2	21	14495890	14517767
110500989	ENSELUG00000009785	cas7	15	72022817	72150996
110500993	ENSELUG00000023347	cas3	21	15348430	15455875
110501005	ENSELUG00000001782	cas3	15	66905409	66924016
110501007	ENSELUG00000001783	cas3	21	16762397	16825929
110501015	ENSELUG00000001877	cas3	21	18863543	19171552
110501018	ENSELUG00000001905	cas2	21	19256160	19294094
110501019	ENSELUG00000001910	cas2	21	19294271	19302251
110501025	ENSELUG00000002258	cas7	21	21455845	21485720
110501032	ENSELUG00000003251	cas2	21	23179727	23212378
110501036	ENSELUG00000004495	cas2	21	24165061	24177940
110501039	ENSELUG00000005848	cas4	21	24875514	25103277
110501040	ENSELUG00000013390	cas2	3	9101425	9118437
110501041	ENSELUG00000006997	cas2	21	26324744	26333964
110501048	ENSELUG00000018936	cas2	21	28311018	28335924
110501049	ENSELUG00000018694	cas2	21	28344330	28351414
110501053	ENSELUG00000020851	cas1	2	100220031	100340996
110501058	ENSELUG00000016831	cas2	21	30075220	30093368
110501059	ENSELUG00000016748	cas3	21	30099370	30113179
110501060	ENSELUG00000016463	cas2	21	30169479	30218776
110501062	ENSELUG00000013523	cas2	21	31952607	31982502
110501063	ENSELUG00000012951	cas3	21	32114413	32144886
110501064	ENSELUG00000021274	cas1	2	100662972	100716213
110501065	ENSELUG00000012589	cas3	21	32189542	32217794
110501070	ENSELUG00000007904	cas2	21	34917692	34931171
110501108	ENSELUG00000021261	cas2	2	100638574	100655606
110501188	ENSELUG00000021313	cas1	2	100729190	100782512
110501239	ENSELUG00000011636	cas6	22	610227	615912
110501243	ENSELUG00000001692	cas3	22	902073	1041922
110501245	ENSELUG00000023805	cas1	22	1245440	1412460
110501253	ENSELUG00000024062	cas1	2	101482142	101553750
110501254	ENSELUG00000011464	cas1	22	2484121	2489060
110501261	ENSELUG00000011050	cas1	22	3888821	3918479
110501266	ENSELUG00000010723	cas1	22	4610896	4614658
110501269	ENSELUG00000009514	cas1	22	4675515	4756261
110501270	ENSELUG00000022755	cas5	2	101374491	101393565
110501271	ENSELUG00000022520	cas1	1	19128583	19131233
110501272	ENSELUG00000022851	cas1	2	101394024	101408837
110501273	ENSELUG00000009631	cas1	22	4763021	4775898
110501275	ENSELUG00000009884	cas1	22	5023900	5119712
110501278	ENSELUG00000009971	cas1	22	5177787	5195340
110501280	ENSELUG00000010067	cas1	22	5437037	5612283
110501281	ENSELUG00000010214	cas5	22	5668212	5739785
110501282	ENSELUG00000010258	cas1	22	5741280	5788668
110501287	ENSELUG00000010449	cas1	22	6018678	6042189
110501288	ENSELUG00000010471	cas1	22	6082380	6226566
110501290	ENSELUG00000000857	cas1	22	7323597	7326019
110501291	ENSELUG00000019568	cas1	22	7421304	7423921
110501295	ENSELUG00000019740	cas6	22	7480701	7488300
110501299	ENSELUG00000019792	cas1	22	7526258	7597443
110501302	ENSELUG00000019950	cas1	22	7719470	7736799
110501308	ENSELUG00000020190	cas1	22	7988815	7992218
110501309	ENSELUG00000020222	cas1	22	7992285	7996860
110501312	ENSELUG00000020293	cas1	22	8025363	8027524
110501313	ENSELUG00000020333	cas1	22	8027916	8076547
110501316	ENSELUG00000020485	cas1	22	8162076	8173878
110501318	ENSELUG00000020495	cas1	22	8254702	8258209
110501322	ENSELUG00000020579	cas1	22	8358225	8410070
110501323	ENSELUG00000020687	cas1	22	8624815	8684792
110501324	ENSELUG00000020674	cas1	22	8595156	8629992
110501327	ENSELUG00000020821	cas1	22	8770168	8783060
110501329	ENSELUG00000023624	cas2	2	103342831	103345931
110501330	ENSELUG00000020861	cas1	22	8790901	8798707
110501331	ENSELUG00000020833	cas1	22	8784782	8790324
110501335	ENSELUG00000020909	cas1	22	8827735	8851748
110501338	ENSELUG00000021069	cas1	22	8912652	8929500
110501339	ENSELUG00000021128	cas1	22	8941143	8953086
110501341	ENSELUG00000021232	cas1	22	8968202	9042477
110501344	ENSELUG00000023526	cas3	2	103317869	103330515
110501345	ENSELUG00000009758	cas3	22	9127369	9137539
110501349	ENSELUG00000023518	cas1	22	9295322	9316832
110501351	ENSELUG00000023252	cas1	22	9328988	9535916
110501352	ENSELUG00000022985	cas1	22	9384301	9387652
110501356	ENSELUG00000022933	cas1	22	9600179	9663466
110501358	ENSELUG00000022867	cas1	22	9676683	9698024
110501360	ENSELUG00000022429	cas1	22	9739829	9829553
110501362	ENSELUG00000022769	cas1	22	9735242	9737896
110501363	ENSELUG00000023136	cas5	2	103255746	103274597
110501370	ENSELUG00000018127	cas1	22	10108920	10116436
110501371	ENSELUG00000018068	cas4	22	10142947	10236029
110501375	ENSELUG00000017756	cas1	22	10439675	10498177
110501376	ENSELUG00000017717	cas1	22	10502550	10551497
110501377	ENSELUG00000017578	cas1	22	10775267	10840532
110501398	ENSELUG00000022484	cas1	1	19309705	19334685
110501401	ENSELUG00000004471	cas2	2	103134340	103141737
110501405	ENSELUG00000016210	cas1	22	12427570	12432961
110501408	ENSELUG00000016194	cas1	22	12514243	12534298
110501410	ENSELUG00000000609	cas1	22	12607309	12620201
110501411	ENSELUG00000000605	cas1	22	12620582	12624860
110501413	ENSELUG00000015958	cas1	22	12684208	12716652
110501414	ENSELUG00000016015	cas1	22	12648341	12683975
110501426	ENSELUG00000015662	cas1	22	12963389	12975845
110501428	ENSELUG00000014279	cas2	22	13135776	13142953
110501429	ENSELUG00000003554	cas3	2	102262117	102278883
110501439	ENSELUG00000022653	cas1	22	14522163	14532794
110501440	ENSELUG00000022630	cas1	22	14536302	14547161
110501443	ENSELUG00000022563	cas1	22	14583148	14588361
110501445	ENSELUG00000022548	cas3	22	14588535	14664001
110501447	ENSELUG00000022308	cas1	22	14793734	14841276
110501449	ENSELUG00000022459	cas1	22	14735308	14738738
110501450	ENSELUG00000022118	cas1	22	14851810	14885188
110501451	ENSELUG00000003368	cas1	2	102307497	102314434
110501452	ENSELUG00000021960	cas1	22	14903644	14934324
110501458	ENSELUG00000024307	cas2	2	102855890	102857341
110501461	ENSELUG00000021473	cas1	22	15122642	15148331
110501462	ENSELUG00000021370	cas1	22	15148842	15152914
110501463	ENSELUG00000021349	cas1	22	15165903	15187152
110501464	ENSELUG00000002785	cas2	2	102788284	102797795
110501469	ENSELUG00000020837	cas1	22	15361643	15365568
110501470	ENSELUG00000020820	cas1	22	15365708	15379144
110501472	ENSELUG00000020774	cas1	22	15394975	15401706
110501473	ENSELUG00000020744	cas1	22	15401792	15415120
110501474	ENSELUG00000020701	cas1	22	15414900	15423802
110501478	ENSELUG00000020362	cas1	22	15581319	15586397
110501491	ENSELUG00000020037	cas1	22	15990139	16000472
110501495	ENSELUG00000019835	cas1	22	16118186	16151990
110501497	ENSELUG00000019736	cas1	22	16328778	16338520
110501500	ENSELUG00000019585	cas1	22	16541255	16596674
110501506	ENSELUG00000019309	cas1	22	16739540	16745332
110501512	ENSELUG00000022358	cas1	1	19349172	19351119
110501539	ENSELUG00000014811	cas5	22	18617526	18767708
110501541	ENSELUG00000015137	cas1	22	18990520	19021140
110501565	ENSELUG00000013601	cas2	22	19530398	19544185
110501571	ENSELUG00000013282	cas1	22	19630160	19655758
110501574	ENSELUG00000013040	cas1	22	19743720	19763860
110501579	ENSELUG00000012944	cas1	22	19997839	20175660
110501580	ENSELUG00000012848	cas1	22	20195712	20203864
110501586	ENSELUG00000008615	cas1	22	20730910	20739954
110501587	ENSELUG00000008743	cas1	22	21143084	21447203
110501588	ENSELUG00000008916	cas1	22	21572564	21590999
110501592	ENSELUG00000022327	cas1	1	19359411	19368957
110501597	ENSELUG00000009179	cas1	22	21936514	21957704
110501598	ENSELUG00000009237	cas1	22	21969152	22021354
110501601	ENSELUG00000019530	cas1	22	22233264	22235783
110501605	ENSELUG00000004409	cas1	22	24406950	24423067
110501608	ENSELUG00000004460	cas1	22	24779405	24785002
110501610	ENSELUG00000004477	cas1	22	25099441	25149856
110501611	ENSELUG00000004499	cas1	22	25155097	25162839
110501614	ENSELUG00000004560	cas1	22	25193435	25223476
110501618	ENSELUG00000001736	cas1	2	44757398	45073140
110501619	ENSELUG00000004676	cas1	22	25344676	25387478
110501623	ENSELUG00000004714	cas1	22	25445076	25503851
110501625	ENSELUG00000004848	cas1	22	25653479	25658365
110501626	ENSELUG00000004857	cas1	22	25676037	25695731
110501627	ENSELUG00000004887	cas1	22	25709599	25744218
110501629	ENSELUG00000004869	cas1	22	25702896	25708893
110501630	ENSELUG00000004908	cas1	22	25769933	25789301
110501631	ENSELUG00000001542	cas1	22	25791818	25799792
110501633	ENSELUG00000004999	cas1	22	25844496	25891165
110501637	ENSELUG00000005049	cas1	22	25923432	25926978
110501638	ENSELUG00000005092	cas1	22	25945133	26001224
110501639	ENSELUG00000005100	cas1	22	26010941	26013975
110501640	ENSELUG00000005199	cas1	22	26054030	26062493
110501641	ENSELUG00000005213	cas1	22	26107150	26110516
110501657	ENSELUG00000005711	cas1	22	26936691	26967319
110501661	ENSELUG00000005773	cas1	22	26992735	27114222
110501662	ENSELUG00000005791	cas1	22	27132113	27138928
110501665	ENSELUG00000006026	cas1	22	27340833	27364593
110501666	ENSELUG00000006094	cas1	22	27461443	27465729
110501667	ENSELUG00000006128	cas1	22	27467742	27481972
110501669	ENSELUG00000006176	cas1	22	27486482	27493019
110501670	ENSELUG00000001076	cas1	22	27492474	27498625
110501673	ENSELUG00000002928	cas1	2	55241400	55426308
110501679	ENSELUG00000006395	cas1	22	27582427	27639134
110501682	ENSELUG00000006647	cas1	22	27688732	27696385
110501683	ENSELUG00000006630	cas1	22	27685606	27688574
110501688	ENSELUG00000006914	cas1	22	27880850	27882900
110501692	ENSELUG00000000250	cas1	22	28028462	28036764
110501696	ENSELUG00000007366	cas1	22	28538705	28548565
110501697	ENSELUG00000007453	cas6	22	28701867	28702664
110501704	ENSELUG00000005508	cas1	2	59900130	59922723
110501710	ENSELUG00000000289	cas1	22	29606063	29619908
110501725	ENSELUG00000008492	cas1	22	30364605	30382857
110501738	ENSELUG00000008886	cas1	22	30888653	30908521
110501751	ENSELUG00000006343	cas1	2	60627938	60639516
110501752	ENSELUG00000009860	cas1	22	31249607	31267129
110501758	ENSELUG00000010311	cas1	22	31544328	31567507
110501759	ENSELUG00000010347	cas1	22	31572817	31618605
110501764	ENSELUG00000010488	cas1	22	31944574	31998351
110501765	ENSELUG00000010536	cas1	22	32094174	32144432
110501767	ENSELUG00000010667	cas1	22	32317123	32374208
110501772	ENSELUG00000009310	cas1	2	63958607	63963969
110501773	ENSELUG00000022108	cas1	1	19452917	19464238
110501778	ENSELUG00000011603	cas1	22	32855959	32882104
110501779	ENSELUG00000011686	cas1	22	32882915	32899018
110501782	ENSELUG00000011841	cas1	22	32939577	32960500
110501783	ENSELUG00000011901	cas1	22	32964607	32993010
110501784	ENSELUG00000011946	cas1	22	32994900	33171144
110501791	ENSELUG00000008188	cas1	22	34585700	34592688
110501792	ENSELUG00000008161	cas1	22	34602879	34772042
110501793	ENSELUG00000008110	cas1	22	34781505	34790502
110501795	ENSELUG00000007936	cas2	22	35740427	35760519
110501797	ENSELUG00000007919	cas1	22	35769181	35780544
110501801	ENSELUG00000007669	cas1	22	36243155	36247834
110501802	ENSELUG00000007628	cas1	22	36353670	36359762
110501803	ENSELUG00000007583	cas1	22	36379506	36406219
110501805	ENSELUG00000007493	cas1	22	36435019	36520762
110501807	ENSELUG00000007299	cas1	22	36838714	36917226
110501808	ENSELUG00000007224	cas1	22	36949459	36970391
110501809	ENSELUG00000007215	cas1	22	36980096	37099621
110501810	ENSELUG00000007197	cas1	22	37105485	37117837
110501812	ENSELUG00000007099	cas1	22	37153568	37221890
110501814	ENSELUG00000007052	cas1	22	37222661	37238631
110501833	ENSELUG00000016433	cas1	2	69834632	69870691
110501835	ENSELUG00000005977	cas1	22	37972212	37995938
110501836	ENSELUG00000005921	cas1	22	37996085	38004691
110501838	ENSELUG00000005904	cas1	22	38004829	38012137
110501839	ENSELUG00000005798	cas1	22	38029502	38063991
110501840	ENSELUG00000005886	cas1	22	38011849	38015731
110501850	ENSELUG00000005587	cas1	22	38485821	38491495
110501854	ENSELUG00000005394	cas1	22	38899484	38929741
110501855	ENSELUG00000005420	cas1	22	38874414	38892741
110501856	ENSELUG00000005383	cas1	22	38998682	39154770
110501857	ENSELUG00000017424	cas1	2	70741422	70747049
110501863	ENSELUG00000005098	cas1	22	39850855	39853369
110501873	ENSELUG00000004778	cas1	22	40494866	40500658
